         SEQ_ID,  PER(VLXT),  RNK(VLXT), PER(VSL2B), RNK(VSL2B),   PER(VL3),   RNK(VL3), PER(IUP_S), RNK(IUP_S), PER(IUP_L), RNK(IUP_L),  PER(PFIT),  RNK(PFIT),   PER(MDP),   RNK(MDP),       dCDF,        dCH,   len(seq)
         Q5SI66,      28.10,  0.3651316,      14.88,  0.3503380,       8.26,  0.2817574,       9.92,  0.1798272,       4.13,  0.1635414,      21.49,  0.2991573,       7.44,  0.2263326,  0.0364864, -0.2409334,   121
         Q5SI65,      32.88,  0.3574762,      15.07,  0.3289374,      20.09,  0.2548420,       2.28,  0.1534913,       0.00,  0.1569268,      10.50,  0.2259765,       0.00,  0.2038013,  0.0410394, -0.2324334,   219
         Q5SI64,      36.90,  0.4328453,      34.76,  0.4041643,      44.39,  0.4426859,       6.42,  0.2383615,       1.07,  0.2355812,       9.63,  0.3110183,       1.07,  0.2703286, -0.0309419, -0.1633061,   187
         Q5SI63,      19.69,  0.3150000,      29.02,  0.3909934,      31.09,  0.3700323,       4.15,  0.2487923,       0.52,  0.2410941,      13.99,  0.2677919,       0.52,  0.2439453,  0.0840328, -0.1111408,   193
         Q5SI62,      16.67,  0.3347310,      14.44,  0.3014153,       0.00,  0.2217529,       8.89,  0.1532922,       1.11,  0.1106970,      31.11,  0.3256820,       8.89,  0.2043029,  0.0651871, -0.2936551,    90
         Q5SI60,      52.41,  0.4915029,      57.22,  0.5187944,      56.68,  0.5201436,       8.02,  0.3027000,       5.35,  0.2932130,      26.20,  0.3889480,       4.81,  0.3325265, -0.0929740, -0.1401224,   187
         Q5SI54,      40.56,  0.4041595,       6.29,  0.3005868,       0.00,  0.1995889,       2.80,  0.1906549,       0.00,  0.2078332,       6.64,  0.2066382,       1.05,  0.2183121, -0.0031036, -0.2462716,   286
         Q5SI53,      23.27,  0.3118240,      14.78,  0.3314096,      10.38,  0.2889539,       4.09,  0.2024026,       1.26,  0.2159117,      11.32,  0.2192894,       2.83,  0.2134729,  0.0886356, -0.2833169,   318
         Q5SI52,      46.56,  0.4703365,       9.92,  0.3446414,       6.11,  0.2671648,       7.63,  0.1976511,       0.00,  0.1758490,      12.98,  0.2964046,       3.05,  0.2474804, -0.0689139, -0.2765034,   131
         Q5SI51,      30.25,  0.3942625,      41.36,  0.4596572,      27.78,  0.3930915,      10.49,  0.2668679,       8.64,  0.2750123,      14.20,  0.2947273,      11.73,  0.2817546,  0.0038289, -0.1914569,   162
         Q5SI50,      36.36,  0.3964544,      48.33,  0.4803708,      42.11,  0.4710943,      15.31,  0.2228981,      11.96,  0.2592152,      15.31,  0.3357597,      23.92,  0.3609655,  0.0032545, -0.1756443,   209
         Q5SI48,      39.47,  0.3665650,      25.26,  0.3803485,      18.60,  0.3123960,       1.93,  0.1670063,       1.75,  0.1829618,       7.89,  0.2343306,       1.05,  0.2218687,  0.0309181, -0.1345191,   570
         Q5SI47,      44.00,  0.4529411,      26.40,  0.3615074,      31.60,  0.3576794,       5.20,  0.1889748,       2.40,  0.1884691,      19.20,  0.2733620,       2.40,  0.2442091, -0.0532574, -0.0998424,   250
         Q5SI46,      64.38,  0.5774678,      42.81,  0.5128793,      47.83,  0.5216187,      12.21,  0.2557609,      16.72,  0.3096070,      26.92,  0.3864665,      30.94,  0.4272999, -0.1760969, -0.1775028,   598
         Q5SI44,      27.31,  0.3661187,      14.06,  0.3527835,       9.64,  0.3041482,       2.01,  0.1957164,       0.00,  0.2123855,       8.03,  0.2254447,       1.61,  0.2254080,  0.0341763, -0.2290332,   249
         Q5SI43,      39.33,  0.4192902,      36.33,  0.4662505,      37.83,  0.4537259,      14.42,  0.2911032,      15.92,  0.3446763,      28.65,  0.3511078,      31.46,  0.3876924, -0.0204185, -0.0119622,   534
         Q5SI42,      28.57,  0.3599830,      20.63,  0.3537802,      12.70,  0.2613294,      13.49,  0.2248215,       2.38,  0.1946107,      23.81,  0.3096655,      13.49,  0.2404768,  0.0412189, -0.1724133,   126
         Q5SI41,      29.01,  0.4043429,      12.63,  0.3471110,       6.48,  0.2842134,       3.41,  0.2072905,       1.02,  0.2336340,       4.44,  0.2223353,       1.02,  0.2357855, -0.0044622, -0.1622679,   293
         Q5SI40,      43.46,  0.4405200,      25.13,  0.3443246,      18.85,  0.2908967,      14.14,  0.2555602,      10.99,  0.2601582,      20.94,  0.3066882,      16.23,  0.3163581, -0.0391789, -0.1416287,   191
         Q5SI39,      70.00,  0.6426480,     100.00,  0.7920417,     100.00,  0.7740702,      65.83,  0.5468117,      90.83,  0.6699419,      85.83,  0.7102034,      97.50,  0.6892862, -0.2400908, -0.1502882,   120
         Q5SI37,       3.42,  0.0965265,       5.48,  0.2221192,       0.00,  0.0609173,       0.68,  0.0597863,       0.00,  0.0249799,       5.48,  0.1702077,       0.00,  0.0956033,  0.2986878, -0.4357646,   146
         Q5SI36,      37.40,  0.3679729,      15.27,  0.3214583,       0.00,  0.2376791,       4.58,  0.1283382,       0.00,  0.1019638,      18.32,  0.3127306,       1.53,  0.2054106,  0.0333762, -0.3115342,   131
         Q5SI35,      20.11,  0.2817775,       6.15,  0.2953162,       0.00,  0.2276929,       3.35,  0.1061268,       0.00,  0.0727651,      11.17,  0.2187170,       2.23,  0.1624504,  0.1184800, -0.3065910,   179
         Q5SI34,      42.34,  0.3902652,      12.41,  0.3270539,       8.76,  0.3239157,       8.76,  0.2201379,       0.73,  0.2533582,      17.52,  0.2817883,       6.57,  0.2454339,  0.0096842, -0.2327317,   137
         Q5SI33,      25.00,  0.3370965,      12.50,  0.3458748,       0.00,  0.2754904,       2.19,  0.1649103,       2.50,  0.1906753,       6.56,  0.2241982,       0.94,  0.2104591,  0.0615238, -0.2093807,   320
         Q5SI27,      65.96,  0.5533618,      26.60,  0.4151362,      64.36,  0.5408583,       7.45,  0.2142458,       0.53,  0.2257737,      23.40,  0.3980487,      25.00,  0.3912373, -0.1500553, -0.1847690,   188
         Q5SI25,      22.66,  0.2592487,      17.97,  0.3317122,       0.00,  0.2440128,       9.38,  0.2299758,       0.78,  0.1820565,      14.06,  0.2342394,       3.12,  0.2062054,  0.1343363, -0.1702046,   128
         Q5SI23,      29.66,  0.3423091,      21.16,  0.3223891,      18.81,  0.2599598,       6.33,  0.1774447,       5.61,  0.1823519,       7.05,  0.2029823,       5.79,  0.2045796,  0.0569361, -0.2291227,   553
         Q5SI22,      11.33,  0.1964132,      10.84,  0.2064113,       0.00,  0.1376615,       1.97,  0.0583439,       0.00,  0.0368914,      14.29,  0.2250008,       2.96,  0.1205101,  0.1988953, -0.5341553,   203
         Q5SI17,      11.37,  0.2076064,      10.32,  0.3036095,       5.68,  0.2169321,       4.21,  0.1856365,       2.95,  0.1873655,       8.21,  0.1859649,       0.21,  0.1783638,  0.1917425, -0.1740674,   475
         Q5SI15,      53.46,  0.4743085,      31.76,  0.4273445,      31.45,  0.4059044,      11.64,  0.2358289,       6.60,  0.2631662,      16.35,  0.2981605,       6.29,  0.2831348, -0.0748864, -0.2102432,   318
         Q5SI13,      36.71,  0.3855356,      23.19,  0.3798063,      32.37,  0.3796332,       3.86,  0.1558546,       0.00,  0.1317166,      18.84,  0.2957114,       2.90,  0.2247708,  0.0160808, -0.2626488,   207
         Q5SI11,      47.82,  0.4796652,      42.25,  0.4759915,      48.69,  0.4677232,       2.73,  0.1721369,       1.42,  0.1833215,      16.16,  0.3016009,      16.92,  0.3467398, -0.0785697, -0.1712891,   916
         Q5SI10,      23.77,  0.2981936,      12.75,  0.3025117,       0.58,  0.1534645,       4.06,  0.1643762,       0.00,  0.1777716,       6.96,  0.1958786,       4.06,  0.1897886,  0.1024093, -0.1974552,   345
         Q5SI09,      47.95,  0.5083294,      17.81,  0.4033234,      31.51,  0.4597350,      13.70,  0.2671686,       0.00,  0.1984867,      36.99,  0.4705541,       0.00,  0.3079769, -0.1105588, -0.1945822,    73
         Q5SI08,      34.09,  0.3641774,      38.64,  0.4369419,      49.24,  0.4508336,       6.82,  0.1750757,       3.03,  0.1450413,      18.94,  0.3398254,      26.52,  0.3186491,  0.0333184, -0.2759668,   132
         Q5SI07,      89.19,  0.7443364,      98.65,  0.6566392,     100.00,  0.5970689,      17.57,  0.2345865,       0.00,  0.2048320,      70.27,  0.6322321,      18.92,  0.4121044, -0.3425007, -0.0215386,    74
         Q5SI06,      22.30,  0.3180601,       5.07,  0.2912652,       0.00,  0.3006147,       2.36,  0.1427156,       0.00,  0.1419780,       7.77,  0.2044557,       0.00,  0.1830790,  0.0814859, -0.2746260,   296
         Q5SI05,      33.14,  0.4134364,      20.00,  0.3611206,      24.00,  0.3287241,      10.29,  0.2058383,       6.86,  0.1772543,      16.00,  0.2954793,      14.86,  0.2969754, -0.0128288, -0.0970404,   175
         Q5SI03,      36.04,  0.4056588,      16.71,  0.3353762,      14.32,  0.2865674,       3.10,  0.1608110,       2.63,  0.1885349,       5.73,  0.2464175,       2.63,  0.2227997, -0.0054030, -0.2656618,   419
         Q5SI00,      55.00,  0.5571372,      76.82,  0.6095521,      79.09,  0.6156937,       5.45,  0.2465019,       0.00,  0.2749353,      27.27,  0.4311312,       5.00,  0.3532098, -0.1563029, -0.1151783,   220
         Q5SHZ9,      22.97,  0.3122203,      17.91,  0.3553998,      14.19,  0.2561430,       5.07,  0.1860506,       3.04,  0.2056716,      12.50,  0.2314487,       8.11,  0.2151319,  0.0873979, -0.1193796,   296
         Q5SHZ5,       0.00,  0.0449576,       8.66,  0.1699972,       0.00,  0.1080264,       0.00,  0.0247094,       0.00,  0.0068456,       7.87,  0.1798887,       0.00,  0.0710664,  0.3438528, -0.5246394,   127
         Q5SHZ0,      40.43,  0.4638466,      34.75,  0.4087536,      26.24,  0.3938133,       3.55,  0.1369646,       2.13,  0.1205234,      33.33,  0.3962366,       7.09,  0.2543874, -0.0625553, -0.2594630,   141
         Q5SHY9,      63.59,  0.5791301,      72.82,  0.6531458,      65.13,  0.6153344,      27.69,  0.3446246,      26.15,  0.4219646,      41.54,  0.4923656,      43.08,  0.5177611, -0.1783600, -0.0637043,   195
         Q5SHY7,      50.00,  0.4863140,      41.67,  0.4388202,      48.15,  0.4634575,       5.09,  0.1563482,       0.00,  0.1324743,      18.98,  0.3348736,       0.00,  0.2581383, -0.0851370, -0.2094127,   216
         Q5SHY6,      39.57,  0.4290407,      23.62,  0.3961895,      27.45,  0.3869850,       6.75,  0.2240247,       7.36,  0.2479858,      12.12,  0.2848129,      14.26,  0.3281731, -0.0287820, -0.2212935,   652
         Q5SHY5,      40.94,  0.4386370,      25.20,  0.3871873,      23.23,  0.3728786,       7.87,  0.2563106,       3.15,  0.2874334,      16.54,  0.2937567,       5.91,  0.2772208, -0.0384307, -0.1804961,   254
         Q5SHY4,      50.61,  0.5096027,      54.12,  0.5580714,      63.57,  0.5500066,      10.33,  0.2492457,       8.76,  0.2895657,      30.65,  0.3829320,      33.80,  0.4232375, -0.1098091, -0.1533141,   571
         Q5SHY3,      13.60,  0.1886473,       5.79,  0.1912268,       0.00,  0.1608637,       2.27,  0.0575761,       0.50,  0.0330183,       6.80,  0.1617365,       1.51,  0.1053675,  0.2067250, -0.5040772,   397
         Q5SHX9,      48.03,  0.4501171,       7.09,  0.3412870,       0.00,  0.2559240,       7.09,  0.1697465,       0.00,  0.1554842,      16.54,  0.2849829,       2.36,  0.2336029, -0.0498480, -0.3014228,   127
         Q5SHX8,      37.17,  0.4541048,      16.81,  0.3472541,       3.54,  0.2878883,       4.42,  0.1404655,       0.00,  0.1350790,      19.47,  0.3196304,       3.54,  0.2327557, -0.0539034, -0.3300308,   113
         Q5SHX6,      38.64,  0.3865236,      18.18,  0.3406183,      12.50,  0.2121891,      13.64,  0.2165375,       3.41,  0.2098265,      23.86,  0.3074759,      12.50,  0.2434970,  0.0126744, -0.2110924,    88
         Q5SHX5,      24.76,  0.3379107,      27.35,  0.3968982,      24.76,  0.3440620,       2.43,  0.2307109,       3.40,  0.2450375,       8.74,  0.2375301,       1.94,  0.2413480,  0.0618267, -0.1287974,   618
         Q5SHX4,      16.53,  0.2535601,       4.96,  0.2934263,       0.00,  0.1732353,       3.31,  0.1846926,       0.00,  0.1789356,       9.09,  0.2030249,       1.65,  0.1856065,  0.1437177, -0.1978805,   242
         Q5SHX2,      14.57,  0.2569444,       9.27,  0.2640858,       7.95,  0.2229223,       5.30,  0.1666483,       0.00,  0.1357262,      14.57,  0.2209389,       4.64,  0.1740573,  0.1413055, -0.1978629,   151
         Q5SHX1,      62.36,  0.5480308,      41.01,  0.4590871,      38.76,  0.4342830,      22.47,  0.2938826,      20.79,  0.3343279,      25.84,  0.3747163,      34.27,  0.4073880, -0.1464485, -0.2344851,   178
         Q5SHX0,      37.66,  0.3959824,      62.34,  0.5877303,      36.36,  0.4911863,      38.96,  0.4796649,      50.65,  0.5028427,      46.75,  0.5395307,      38.96,  0.4994897,  0.0114569,  0.1026127,    77
         Q5SHW8,      52.71,  0.4847773,      39.90,  0.4546749,      60.59,  0.4908117,       4.93,  0.1520330,       0.00,  0.1609599,      16.75,  0.3327530,       4.43,  0.2641996, -0.0841096, -0.2280545,   203
         Q5SHW7,      31.43,  0.4177601,      11.43,  0.3273100,       0.00,  0.2779111,       5.14,  0.1876235,       0.00,  0.1875631,      10.86,  0.2595352,       1.71,  0.2299653, -0.0156860, -0.3158264,   175
         Q5SHW6,      53.93,  0.5391367,      11.24,  0.3343197,      15.17,  0.3123863,       5.06,  0.2052000,       0.00,  0.2216198,       9.55,  0.3024333,       2.25,  0.2671183, -0.1383024, -0.3486267,   178
         Q5SHW5,      57.04,  0.5344984,      22.54,  0.3608551,      16.20,  0.2736211,      10.56,  0.2110070,       5.63,  0.2332985,      21.13,  0.3087882,      10.56,  0.2747412, -0.1330603, -0.2567746,   142
         Q5SHW4,      17.36,  0.2991046,      10.19,  0.3239575,      12.83,  0.2529360,       2.26,  0.1714441,       0.00,  0.1682061,       5.66,  0.1944945,       1.89,  0.1928678,  0.1004596, -0.2130348,   265
         Q5SHW3,      10.00,  0.2531213,      28.18,  0.3694202,      10.91,  0.3899447,       5.45,  0.2431491,       3.64,  0.2038816,      19.09,  0.3355939,       0.91,  0.2341944,  0.1493789, -0.1991032,   110
         Q5SHW2,      54.36,  0.5252929,      34.86,  0.4246201,      30.50,  0.4133033,      11.01,  0.2615508,      12.84,  0.3115356,      20.64,  0.3368254,      28.21,  0.3788549, -0.1229959, -0.1547632,   436
         Q5SHV9,      44.23,  0.4905724,      16.03,  0.3404837,       0.00,  0.3054710,       7.05,  0.2165629,       0.64,  0.2273221,      16.03,  0.2827553,       3.85,  0.2596161, -0.0890010, -0.2044277,   156
         Q5SHV8,      49.13,  0.4493224,      55.22,  0.4820229,      54.35,  0.4609473,      16.09,  0.2989379,      14.78,  0.3330012,      14.78,  0.3255103,       7.83,  0.3147991, -0.0475183, -0.1358376,   230
         Q5SHV7,      28.02,  0.3270297,      23.67,  0.3682395,      21.26,  0.3433024,      15.94,  0.2570212,       9.18,  0.2347882,      13.53,  0.2555661,       7.73,  0.2404408,  0.0716363, -0.2467593,   207
         Q5SHV6,      80.58,  0.6547242,      73.14,  0.6708586,      70.66,  0.5935332,      16.53,  0.2931074,      21.90,  0.3881027,      67.36,  0.5577751,      35.12,  0.4274278, -0.2544227, -0.0545342,   242
         Q5SHV5,      65.49,  0.5954365,      52.82,  0.5162932,      73.94,  0.5444335,      18.31,  0.3569528,       9.15,  0.3571816,      18.31,  0.3936026,       9.86,  0.3699111, -0.1946800, -0.1963006,   142
         Q5SHV4,       3.06,  0.0902793,       7.14,  0.1699176,       0.00,  0.0377454,       1.02,  0.0262250,       0.00,  0.0090387,       7.14,  0.1634729,       1.53,  0.0764889,  0.3022731, -0.4818723,   196
         Q5SHV3,      26.74,  0.3170536,      28.68,  0.3696912,      20.54,  0.3482681,      13.18,  0.2288581,       9.69,  0.2314458,       9.30,  0.2483985,       3.49,  0.2325745,  0.0823318, -0.2531182,   258
         Q5SHV2,      30.91,  0.3543644,      14.55,  0.3271058,       9.70,  0.2150596,       1.21,  0.1460306,       0.00,  0.1684777,       9.09,  0.2208917,       0.30,  0.2028118,  0.0442275, -0.2370411,   330
         Q5SHV1,      14.73,  0.2048780,      10.47,  0.2193938,       4.26,  0.1593990,       0.97,  0.0461760,       0.00,  0.0322570,       4.65,  0.1730138,       0.97,  0.1126198,  0.1897931, -0.4768626,   516
         Q5SHV0,      52.00,  0.5127459,      44.86,  0.4591475,      51.43,  0.4827014,      11.71,  0.2923308,      14.29,  0.3251683,      14.29,  0.3097910,      28.57,  0.3969808, -0.1124002, -0.2075161,   350
         Q5SHU8,      10.13,  0.1582272,       8.61,  0.1809664,       0.00,  0.1575913,       3.04,  0.0639767,       0.25,  0.0332085,       8.35,  0.1793894,       3.29,  0.1026280,  0.2333376, -0.4503783,   395
         Q5SHU7,       4.76,  0.1457638,       5.95,  0.1746605,       0.00,  0.1136887,       0.60,  0.0480432,       0.30,  0.0297435,       4.46,  0.1418798,       0.60,  0.0900151,  0.2489569, -0.4306850,   336
         Q5SHU6,      12.70,  0.2240671,       8.36,  0.2777983,       0.00,  0.1195775,       2.09,  0.1755726,       1.13,  0.1959896,       2.89,  0.1558870,       0.16,  0.1715524,  0.1724467, -0.1416935,   622
         Q5SHU5,      25.40,  0.3034045,      16.67,  0.3630201,      14.29,  0.2604354,      10.32,  0.2284500,       7.94,  0.2752569,      19.84,  0.2656300,      14.29,  0.2826995,  0.0971712, -0.1774930,   126
         Q5SHU4,      33.51,  0.3621691,      27.39,  0.3659433,      18.88,  0.3057003,      10.37,  0.2346189,      14.89,  0.2664851,      13.03,  0.2501136,       7.18,  0.2465551,  0.0371787, -0.1646858,   376
         Q5SHU2,      40.34,  0.4027121,      21.85,  0.4034366,      19.75,  0.3654767,       8.82,  0.2170928,       5.04,  0.2165046,      15.97,  0.2738524,       7.14,  0.2522664, -0.0042994, -0.2514330,   238
         Q5SHU1,      41.40,  0.4402486,      45.16,  0.4905418,      68.28,  0.5140877,      11.29,  0.2240360,       8.60,  0.2343426,      32.26,  0.3805253,      19.89,  0.3806303, -0.0382359, -0.1651908,   186
         Q5SHT9,      14.44,  0.2265442,      26.94,  0.3136200,      25.00,  0.2576478,       5.83,  0.1244517,       5.00,  0.1204754,      10.00,  0.1990996,       8.61,  0.2069731,  0.1660204, -0.2717310,   360
         Q5SHT6,      38.25,  0.4039475,      16.13,  0.3183763,       9.22,  0.2386984,       7.83,  0.1775014,       0.92,  0.1433966,      15.67,  0.2784711,       9.68,  0.2600651, -0.0032897, -0.2289528,   217
         Q5SHT4,      55.65,  0.5312015,      87.83,  0.6477058,      89.57,  0.6919708,       8.70,  0.2180436,       0.00,  0.1746477,      43.48,  0.5051818,      37.39,  0.4614585, -0.1290400, -0.0888662,   115
         Q5SHT3,      26.86,  0.3060201,      15.97,  0.3210473,      12.70,  0.2335709,       3.45,  0.1803114,       1.45,  0.1680871,       6.17,  0.2166996,       0.54,  0.1986942,  0.0935284, -0.1406105,   551
         Q5SHT2,      13.95,  0.2769303,      20.93,  0.3028099,       0.00,  0.2122241,       9.30,  0.1447349,       0.00,  0.0389133,      46.51,  0.4425268,       6.98,  0.2009858,  0.1257426, -0.2942228,    43
         Q5SHT1,      28.42,  0.4320221,      29.47,  0.4387108,      55.79,  0.4937350,       9.47,  0.1584747,       0.00,  0.1277670,      26.32,  0.3941653,       5.26,  0.2585233, -0.0321522, -0.2666707,    95
         Q5SHT0,       1.37,  0.0410317,       5.01,  0.1496311,       0.00,  0.0449293,       0.23,  0.0198736,       0.00,  0.0082377,       3.42,  0.1257025,       0.23,  0.0574128,  0.3449908, -0.4822256,   439
         Q5SHS8,      10.30,  0.1462461,       7.04,  0.2729930,       0.00,  0.1530280,       1.51,  0.1602500,       0.00,  0.1638005,       3.02,  0.1425509,       1.01,  0.1476401,  0.2472250, -0.2511291,   398
         Q5SHS7,      34.11,  0.3809990,      13.99,  0.2981662,       7.00,  0.3263671,       0.87,  0.0896546,       0.00,  0.0796566,       9.04,  0.2525021,       0.29,  0.1834964,  0.0199117, -0.2067740,   343
         Q5SHS5,      49.68,  0.4694516,      35.26,  0.4484489,      28.21,  0.3498983,       3.53,  0.1671411,       0.00,  0.1800478,      25.00,  0.3218575,      23.40,  0.3228075, -0.0694497, -0.2146674,   312
         Q5SHS4,      30.61,  0.3275749,      24.49,  0.3445987,      21.09,  0.2389929,       8.16,  0.2293531,       5.44,  0.2192346,       6.80,  0.2460664,       0.00,  0.2278046,  0.0709806, -0.2828583,   147
         Q5SHS1,      39.96,  0.4005704,      36.87,  0.4518048,      32.45,  0.3903599,       1.55,  0.1530373,       1.10,  0.1773262,       8.83,  0.2648784,      12.14,  0.3063293,  0.0010185, -0.2280117,   453
         Q5SHS0,      51.18,  0.5371194,      60.00,  0.5463271,      69.41,  0.5847350,      12.35,  0.3040611,      11.18,  0.3356340,      37.65,  0.4499038,      45.88,  0.4596300, -0.1345515, -0.0889274,   170
         Q5SHR9,       2.17,  0.0654305,       1.08,  0.1342550,       0.00,  0.0770650,       0.00,  0.0059487,       0.00,  0.0046757,       5.05,  0.1352526,       0.00,  0.0575937,  0.3248401, -0.5619645,   277
         Q5SHR8,      40.88,  0.3717364,      38.36,  0.3937220,      41.51,  0.3227885,       5.66,  0.1680887,       1.26,  0.1286895,      22.64,  0.3239986,       5.66,  0.2310392,  0.0273149, -0.2619159,   159
         Q5SHN2,      65.24,  0.5628051,      40.37,  0.4625687,      42.25,  0.4465274,       4.55,  0.2808872,       6.68,  0.3209678,       8.02,  0.3217984,       2.67,  0.3248380, -0.1616906, -0.2188986,   374
         Q5SHN1,      36.71,  0.3880236,      22.78,  0.3780484,      17.72,  0.3596350,       8.86,  0.2980798,       6.96,  0.3252582,      13.29,  0.2692088,       7.59,  0.2764365,  0.0111856, -0.2467562,   158
         Q5SHN0,      67.78,  0.5989622,      42.22,  0.4293136,      43.33,  0.4260641,      11.11,  0.2517422,       0.00,  0.2016681,      26.67,  0.4118331,       0.00,  0.3155867, -0.1948129, -0.0433806,    90
         Q5SHM9,       1.06,  0.1063909,       6.38,  0.1561797,       0.00,  0.1373344,       0.00,  0.0114085,       0.00,  0.0015631,      18.09,  0.2691125,       0.00,  0.0907758,  0.2837212, -0.7061717,    94
         Q5SHM8,      81.82,  0.6423721,      74.24,  0.6404411,      81.82,  0.6374459,      10.61,  0.2685993,       2.27,  0.2850233,      33.33,  0.4908800,      52.27,  0.4941268, -0.2409241, -0.1170377,   132
         Q5SHM7,       7.10,  0.1239833,       3.55,  0.1838905,       0.00,  0.0957101,       0.44,  0.0345332,       0.00,  0.0198525,       4.66,  0.1499365,       0.67,  0.0853660,  0.2703101, -0.5035189,   451
         Q5SHM6,      60.77,  0.5569750,      27.31,  0.4238887,      31.92,  0.4573170,       4.23,  0.1860431,       0.38,  0.1971077,      12.69,  0.3478879,      14.23,  0.3615364, -0.1567574, -0.2793812,   260
         Q5SHM5,      38.33,  0.4187716,      16.30,  0.3932526,      14.98,  0.3585750,       4.85,  0.2068388,       5.73,  0.2245830,      11.01,  0.2730653,       1.32,  0.2527518, -0.0200724, -0.2013534,   227
         Q5SHM4,      10.89,  0.1560727,       5.24,  0.1879207,       0.00,  0.1394244,       1.21,  0.0273762,       0.00,  0.0148166,       6.85,  0.1700121,       1.21,  0.0926997,  0.2386457, -0.5532387,   248
         Q5SHM3,      29.86,  0.3788441,      10.86,  0.3793517,      28.05,  0.3866858,       4.52,  0.1602580,       4.07,  0.1802855,      12.67,  0.2740010,       2.71,  0.2287901,  0.0207652, -0.2333944,   221
         Q5SHM2,       8.92,  0.1479387,       9.55,  0.1918981,       0.00,  0.0951705,       5.10,  0.0608452,       0.00,  0.0193538,      12.74,  0.2052354,       4.46,  0.1042118,  0.2426215, -0.4770833,   157
         Q5SHM1,      53.16,  0.5164118,      62.03,  0.5563992,      64.98,  0.5664437,       3.80,  0.1472305,       2.74,  0.1660188,      19.20,  0.3512205,      20.89,  0.3839541, -0.1152912, -0.1969922,   474
         Q5SHM0,      14.57,  0.2076136,       7.14,  0.2662991,       0.00,  0.1578662,       2.00,  0.1296657,       0.00,  0.1391754,       3.14,  0.1585302,       0.57,  0.1502139,  0.1908854, -0.1854307,   350
         Q5SHL9,      37.94,  0.4217143,      25.44,  0.3897215,      27.19,  0.3913344,       2.85,  0.2021047,       2.19,  0.2084449,       5.26,  0.2535208,       0.66,  0.2459178, -0.0216258, -0.2434520,   456
         Q5SHL8,       4.65,  0.1336118,       8.53,  0.2196701,       0.00,  0.1694089,       0.00,  0.0292023,       0.00,  0.0099467,      14.73,  0.2372777,       0.00,  0.1049515,  0.2583007, -0.4681251,   129
         Q5SHL7,      28.68,  0.3251780,      21.71,  0.3577156,      24.81,  0.3340119,      14.73,  0.2684984,      10.85,  0.2673620,      17.83,  0.2745926,       5.43,  0.2488911,  0.0738046, -0.2306046,   129
         Q5SHL5,      19.15,  0.2589469,       5.07,  0.2445001,       5.35,  0.1847670,       2.54,  0.1136966,       0.56,  0.0998314,       6.20,  0.1805457,       1.13,  0.1495868,  0.1403905, -0.3388730,   355
         Q5SHL4,      80.89,  0.6773320,      90.92,  0.7623453,      92.01,  0.6902234,       5.15,  0.2772336,       6.50,  0.3449804,      56.50,  0.5369969,      68.70,  0.5481850, -0.2765610, -0.1150406,   738
         Q5SHL3,      41.54,  0.4431735,      28.06,  0.4040988,      18.02,  0.3288358,       5.91,  0.2367721,       5.78,  0.2786035,      13.89,  0.2570391,      14.31,  0.3247538, -0.0436522, -0.1225344,   727
         Q5SHL2,      40.91,  0.3818174,      84.85,  0.6124887,     100.00,  0.7508026,      13.64,  0.3191758,       0.00,  0.2795939,      28.79,  0.4537817,      54.55,  0.4662766,  0.0189244, -0.2539011,    66
         Q5SHK9,      41.43,  0.3329616,      27.14,  0.3097658,      25.71,  0.3661305,      10.00,  0.1403257,       0.00,  0.0376224,      32.86,  0.4060460,      10.00,  0.2044536,  0.0593141, -0.2034509,    70
         Q5SHK8,      52.89,  0.4879410,      13.33,  0.3529585,      28.89,  0.3917484,       4.89,  0.1593769,       0.00,  0.1499240,      12.00,  0.3044866,       3.56,  0.2424478, -0.0884796, -0.2359701,   225
         Q5SHK6,      67.92,  0.5922378,      66.04,  0.5305650,      54.72,  0.4970069,      16.98,  0.3094358,       0.00,  0.2123776,      62.26,  0.5807045,      11.32,  0.3708868, -0.1902952, -0.2708772,    53
         Q5SHK5,      25.41,  0.3563367,      10.66,  0.3337744,       0.00,  0.2489770,       9.84,  0.2311115,       0.00,  0.1984893,      16.39,  0.2411803,       4.10,  0.2268154,  0.0454147, -0.1035079,   122
         Q5SHK4,      25.20,  0.3049212,      19.60,  0.3304546,       0.00,  0.1583184,       4.00,  0.2220815,       3.60,  0.2337364,      10.40,  0.2392319,       0.40,  0.2217377,  0.0941425, -0.1954899,   250
         Q5SHK3,       5.54,  0.1296895,       1.48,  0.2208605,       0.00,  0.1737554,       0.00,  0.0266358,       0.00,  0.0169486,       2.95,  0.1633508,       0.00,  0.0929141,  0.2644880, -0.4924087,   271
         Q5SHK2,      13.64,  0.2426420,      10.80,  0.2592592,       1.70,  0.2033190,       3.98,  0.1399841,       0.00,  0.0920035,       5.68,  0.1703379,       0.00,  0.1507045,  0.1575608, -0.2494712,   176
         Q5SHK1,      37.27,  0.4250102,      36.36,  0.3957299,      30.00,  0.3772078,       4.09,  0.2097300,       2.27,  0.2096129,      13.64,  0.3018562,       2.73,  0.2569898, -0.0240301, -0.2349511,   220
         Q5SHK0,      59.26,  0.4992283,      55.56,  0.4977407,      37.04,  0.4049805,      11.11,  0.1598284,       0.00,  0.0913312,      45.68,  0.5243027,      17.28,  0.2954053, -0.1014180, -0.2652051,    81
